review,sentiment
 The room was very modern and clean Staff were also very friendly and made our stay extra special ,1
 Not value for money small size rooms ,0
 Bed was comfortable,1
 The sofa bed for the children was really uncomfortable I ended up sleeping on it with one of the children as they wouldn t settle ,0
 Our room had a very pungent smell of tobacco smoke The blackout blind didn t work very well ,0
 Above Good location,0
Maybe offer a 12pm check in,0
No Negative,0
 Great location near Westminster visiting area ,1
No Positive,1
 The staff were extremely professional friendly helpful The mobile phone hotel property that was given to guests during their stay was very useful Small touches like having a basket of apples a box of tissues at reception gave a welcoming feel Also the extra amenities that were provided in the room upon arrival were appreciated ,1
We got upgraded to a Club Room Lord knows what standard is like Room 222 almost behind a cupboard door next to a fire exit it looked like Room very small with the tiniest of windows which was frosted and when opened looked out onto a passageway full of air conditioning vents and old cars Bed has broken springs so every time one of you moves the other rides the wave Bathroom clean and shower ok but really poor value Bar closed at 11 and breakfast was a whopping 15 each we didn t have it,0
 Slightly slow internet ,0
 Amazing views staff very helpful fully equipped facilities from gym to bar so whether you are staying for business or pleasure all your needs are taken care of,1
 The beds very comfy but not enough room to move round kept hitting my toes on the bottom of the bed The staff were very helpful especially at breakfast as the big restaurant was closed and there was not enough room for everyone so we had to have our breakfast in the bar and it was not very warm overall we would go back again ,1
 Great location ,1
The room was a little small for a 4 star hotel and the price we paid and the bed was very uncomfortable and creaked every time you moved,0
 Modern very clean and very friendly hotel well located Food in the restaurant was excellent staff very attentive and nothing too much trouble readily adapted the menu for the children to suit Would definitely recommend and stay here again ,1
 No iron in the room cloth ironing ,0
My room was in the basement If I needed to stay more than 1 night that would make me feel uncomfortable I should have been told during booking that the room was in the basement,0
 service,1
 Lovely view of Russell Square,1
 Bathroom extremely small Bedroom was small Wall where case stand was very scruffy and marked Beautiful foyer but dusty Was told I would be contacted by manager but wasn t ,0
Size of room small wardrobe space tiny for 2 people,0
 The room,1
 Very bad and small rooms Payment sistem in hotel didn t accept visa electron card But before that when I booked room they accept ,0
 Location and room excellent,1
 Great location great front of house staff,1
Sofa bed was terrible did not sleep whatsoever on the first night The bars were poking through the very thin mattress The amount of money paid for the accommodation I was expecting at least a comfortable bed Everything else was terrific The location and cleanliness A1,0
 Unable to see the city as rooms internal,0
 Beautifully designed hideaway in a great location,1
 The toilet flush did not work properly The sink could not be reached as it was so small Cold tap could not be opened without excessive force,0
 The ease of staying with children in a family room and the facilities that come with it Great value ,1
 The room was the smallest room i had ever seen It was a struggle to manage to clamber around the bed and not at all like the advertised photos The was a chair in the room pushed under the table but as the end of the bed was behind the chair it was not possible to pull the chair out to sit on It was then a hinderance makibg it more difficult to get around the other side of the bed ,0
 The rooms are small,0
 The bar and reception was very nice ,1
 I did request items from reception which didn t arrive ,0
 Great breakfast,1
 The general ambience was one of welcome and quietness and staff were very helpful ,1
 outside the hotel in neighbourhood there was too much mess poor housekeeping There were dozens of immigrants camps arround the hotel which is the main cause of mess in the surrounding area ,0
